UMIS number,studentID,name,dob,district,block,college_name,degree,department,year_of_passing,cgpa,skills,swayam_course,naan_mudhalvan_course,certifications,internships,extra_curricular_activities,sports,predicted_academic_job_role,predicted_skill_job_role,mobile_number,email_id
2554039848,TN-STU-2022-00068,Deepika Yogeswaran,2002-06-19,Madurai,Madurai Central,"Lady Doak College, Madurai",B.Tech,Civil Engineering,2024,7.4,"Structural Analysis, AutoCAD, Soil Testing, Quantity Estimation",NONE,NONE,NONE,NONE,ASCE Chapter,Kabaddi,Junior Site Engineer,Certified Senior BIM Associate,9993241484,deepika.9848@smart.edu
7860121241,TN-STU-2021-00069,Nallan Velu,2000-10-26,Cuddalore,Chidambaram,"Government Medical College Cuddalore (Rajah Muthiah), Chidambaram",B.F.A.,Fine Arts,2026,8.3,"Graphic Design, Art History, Digital Illustration, Photography",Photography Basics,NONE,Photography Certification,Museums,NSS,Chess,Junior Graphic Designer,Certified Senior Animation Artist,9924801778,nallan.1241@smart.edu
7560389844,TN-STU-2021-00070,Kirubakaran Natesan,2008-02-28,Salem,Salem (South),"Thiagarajar Polytechnic College, Salem",M.Sc.,Nursing,2023,9.0,"Emergency Response, Anatomy, Medical Terminology, Patient Care, Surgical Assistance",Basic Life Support,Healthcare Management,Intensive Care Cert,Nursing Homes,NONE,Athletics,Junior Community Health Worker,Certified Senior Certified Nurse,9336827709,kirubakaran.9844@smart.edu
5409514899,TN-STU-2020-00071,Guna M.,2003-06-12,Coimbatore,Coimbatore City,TNAU Coimbatore,M.Sc.,Agriculture,2023,8.3,"Crop Science, Irrigation Management, Greenhouse Management, Remote Sensing",Precision Agriculture,AgriTech Tools,Organic Farming Cert,Agri-Startups,Green Brigade,Kho-Kho,Junior Agriculture Officer,Certified Senior Agri-Business Advisor,9364435056,guna.4899@smart.edu
3642900640,TN-STU-2020-00072,Roshini Subramanian,1999-03-19,Krishnagiri,Hosur,"Hosur Institute of Technology and Science, Hosur",M.F.A.,Fine Arts,2023,7.8,"Art History, Painting, Portfolio Building, Sculpture",Modern Art,NONE,NONE,Design Firms,Art Exhibition,Yoga,Junior Graphic Designer,Certified Senior Animation Artist,9433882527,roshini.0640@smart.edu
3302333490,TN-STU-2021-00073,Vetri S.,2007-01-22,Thanjavur,Pattukkottai,"University College of Engineering (Anna University), Pattukkottai",B.Sc.,Agriculture,2025,7.5,"Remote Sensing, Soil Science, Organic Farming, Crop Science, Irrigation Management, Pest Management, Agribusiness",Plant Biotechnology,Post Harvest Management,Organic Farming Cert,NONE,Green Brigade,Cricket,Junior Agriculture Officer,Certified Senior Agri-Business Advisor,9706677563,vetri.3490@smart.edu
4386667704,TN-STU-2022-00074,Yogesh Thangam,2001-09-14,Coimbatore,Coimbatore (South),Karpagam Faculty of Medical Sciences & Research,B.Sc.,Psychology,2025,6.8,"Psychometrics, Social Work, Behavioral Analysis",NONE,Emotional Intelligence,NONE,HR Departments,YRC,Badminton,Trainee School Counselor,Certified Senior Certified Counselor,9297109344,yogesh.7704@smart.edu
9347720574,TN-STU-2020-00075,Karuna Marimuthu,2002-04-16,Chennai,Chennai City,Government College of Fine Arts Chennai,B.F.A.,Fine Arts,2025,7.9,"Portfolio Building, Graphic Design, Art History, Photography, Digital Illustration, Painting, Ceramics",Indian Art Traditions,Visual Communication,Adobe Creative Suite,NONE,Photography Club,Badminton,Junior Graphic Designer,Certified Senior Animation Artist,9563632342,karuna.0574@smart.edu
9115282784,TN-STU-2023-00076,Yavan Sundar,2003-05-03,Ramanathapuram,Ramanathapuram,Ramanathapuram Government Medical College - College of Nursing,M.A.,English,2025,9.3,"Copywriting, Public Speaking, Literature Analysis, Linguistics, IELTS Coaching",NONE,Soft Skills,NONE,Corporate Training,Debate,Cricket,Junior Communications Associate,Certified Senior Copywriter,9845370548,yavan.2784@smart.edu
6611356986,TN-STU-2023-00077,Rahul Balaji,2000-11-13,Ranipet,Arakkonam,"Ranipet Engineering College, Thenkadappanthangal",M.A.,English,2023,8.2,"IELTS Coaching, Phonetics, Public Speaking, Linguistics, Proofreading, SEO Writing, Copywriting",Spoken English,NONE,NONE,NONE,Literary Society,Cricket,Junior Content Writer,Certified Senior Copywriter,9763538632,rahul.6986@smart.edu
1149460439,TN-STU-2020-00078,Damu Venkatesan,2001-08-24,Virudhunagar,Sivakasi,Sree Sowdambika Polytechnic College,M.Com,Commerce,2023,9.8,"Cost Accounting, Tally ERP, Banking Operations, GST Filing",Corporate Finance,NONE,Tally Prime Certified,NONE,Finance Club,Kabaddi,Junior Accountant,Certified Senior Banking Associate,9579401053,damu.0439@smart.edu
5125402225,TN-STU-2020-00079,Advaita R.,2007-04-02,Coimbatore,Coimbatore (South),Tamil Nadu Agricultural University (TNAU),M.Sc.,Nursing,2023,7.6,"Vital Signs Monitoring, Emergency Response, Medical Terminology, Surgical Assistance, ICU Management",Maternal Health,Medical Coding,BLS/ACLS Certified,General Hospitals,NCC,Athletics,Junior ICU Nurse,Certified Senior Certified Nurse,9236941541,advaita.2225@smart.edu
9532273208,TN-STU-2022-00080,Pranesh Linga,2006-12-16,Chennai,Mylapore,"Apollo College of Nursing, Aynambakkam (Chennai border)",B.E.,Electronics & Communication,2024,8.3,"Signal Processing, Circuit Design, VLSI, MATLAB, PCB Design, Communication Protocols, IoT",Wireless Communications,NONE,NONE,Electronics SMEs,NCC,NONE,Junior Embedded Systems Engineer,Certified Senior Embedded Developer,9722955590,pranesh.3208@smart.edu
5577353273,TN-STU-2023-00081,Kavitha Anbazhagan,2007-01-15,Erode,Erode (East),"C.N. College, Erode",M.Com,Commerce,2026,9.6,"Tally ERP, Cost Accounting, Financial Reporting",Corporate Finance,GST & Taxation,CPA Foundation,NONE,NONE,Chess,Junior Accountant,Certified Senior Banking Associate,9403920302,kavitha.3273@smart.edu
3524521602,TN-STU-2021-00082,Bharathi Balaji,2003-11-08,Tiruppur,Kangayam,"Sasurie College of Arts and Science, Vijayamangalam",B.Com,Commerce,2025,7.0,"Financial Reporting, Cost Accounting, Taxation, Tally ERP",NONE,Stock Market Analysis,CA Intermediate,Share Broking Firm,Entrepreneurship Cell,NONE,Junior Audit Assistant,Certified Senior Banking Associate,9751172075,bharathi.1602@smart.edu
3291270703,TN-STU-2021-00083,Nandhakumar B.,2005-08-21,Kanniyakumari,Nagercoil,SIET College,M.Sc.,Psychology,2023,6.1,"Counseling, Psychometrics, Social Work",Counseling Theories,NONE,CBT Practitioner,NONE,YRC,NONE,Trainee School Counselor,Certified Senior Certified Counselor,9239308125,nandhakumar.0703@smart.edu
7638204740,TN-STU-2022-00084,Balaji Dharmalingam,2004-06-01,Madurai,Madurai Central,"Government Law College, Madurai",B.Tech,Civil Engineering,2023,6.3,"Soil Testing, Surveying, Quantity Estimation, Project Management",Construction Management,Project Estimation,NONE,Government PWD,Construction Challenge,Kabaddi,Trainee Structural Engineer,Certified Senior BIM Associate,9282600703,balaji.4740@smart.edu
3412273600,TN-STU-2022-00085,Amutha Suresh,2001-09-17,Thiruvallur,Tiruttani,PSG Tech,B.Tech,Electronics & Communication,2024,6.9,"Circuit Design, Embedded Systems, Signal Processing",NONE,PCB Design Fundamentals,IoT Foundation,DRDO Labs,Ham Radio,NONE,Trainee Telecom Engineer,Certified Senior Embedded Developer,9655849254,amutha.3600@smart.edu
4277581356,TN-STU-2023-00086,Lakshmi A.,2004-10-09,Dindigul,Dindigul,"M.V.M. Government Arts College for Women, Dindigul",B.Tech,Electronics & Communication,2023,6.5,"Communication Protocols, VLSI, IoT, PCB Design, Embedded Systems, Circuit Design",Digital Electronics,Robotics & PLC,Embedded C,NONE,NCC,Badminton,Trainee Telecom Engineer,Certified Senior Embedded Developer,9376620038,lakshmi.1356@smart.edu
2850820685,TN-STU-2022-00087,Vimal Krishnan,2007-02-27,Sivaganga,Manamadurai,"V.S. Sivalingam Government Arts College, Pulankurichi",B.E.,Biomedical Engineering,2026,6.3,"MATLAB, Biomechanics, Clinical Trials Support, Product Testing, Medical Device Design, Signal Processing, Anatomy Knowledge",NONE,Bioelectronics,NONE,NONE,NONE,Badminton,Trainee Medical Device Tester,Certified Senior Biomedical Tech Associate,9663413976,vimal.0685@smart.edu
9533188043,TN-STU-2022-00088,Valli Babu,2007-06-20,Krishnagiri,Hosur,"Adhiyamaan College of Engineering (Autonomous), Hosur",M.Com,Commerce,2023,6.2,"Tally ERP, Financial Reporting, Cost Accounting",Banking & Insurance,NONE,CPA Foundation,Banks,NONE,NONE,Trainee Financial Analyst,Certified Senior Banking Associate,9793212803,valli.8043@smart.edu
2368076065,TN-STU-2023-00089,Mahendran Natesan,2005-11-30,Namakkal,Paramathi Velur,"Paavai Engineering College, Pachal",M.Com,Commerce,2026,9.6,"Cost Accounting, Banking Operations, Accounting, Tally ERP, Auditing",NONE,FinTech,CPA Foundation,NONE,Finance Club,Cricket,Junior Accountant,Certified Senior Banking Associate,9959730990,mahendran.6065@smart.edu
3480920839,TN-STU-2020-00090,Vendhan Natesan,2005-07-18,Thoothukudi,Kovilpatti,"K.R. College of Arts and Science, Kovilpatti",M.E.,Mechanical Engineering,2026,6.9,"AutoCAD, CNC Programming, Quality Control, MATLAB",Robotics,Industry 4.0,Lean Manufacturing,SMEs,NCC,Football,Trainee Production Engineer,Certified Senior CAD Design Specialist,9436728180,vendhan.0839@smart.edu
4124168227,TN-STU-2021-00091,Abimani Mani,2004-10-25,Salem,Salem (West),"Knowledge Institute of Technology (KIOT), Kakapalayam",LL.B.,Law,2026,8.0,"Legal Writing, IPC/CrPC Knowledge, Corporate Law, Contract Negotiation",Environmental Law,NONE,NONE,NONE,Legal Aid Club,NONE,Junior Junior Advocate,Certified Senior Corporate Lawyer,9192499982,abimani.8227@smart.edu
2282044148,TN-STU-2022-00092,Jothi H.,2007-08-25,Tenkasi,Alangulam,"S. S. Polytechnic College, Alangulam",M.Tech,Artificial Intelligence,2026,8.2,"Deep Learning, PyTorch, TensorFlow, Computer Vision, NLP",Cloud Computing Foundation,Blockchain,AWS Practitioner,Local Tech Solutions,Hackathons,Chess,Deep Learning Architect,Junior Artificial Intelligence Specialist,9874675384,jothi.4148@smart.edu
1919066362,TN-STU-2022-00093,Ram A.,2005-04-21,Ranipet,Sholingur,"Arignar Anna Government Arts College, Walajapet",B.E.,Computer Science,2024,7.5,"Flutter, Cybersecurity, React",NONE,Cyber Security Analyst,AWS Practitioner,TCS,NSS,Chess,Junior Software Engineer,Certified Senior Cloud Engineer,9524248065,ram.6362@smart.edu
1590416424,TN-STU-2021-00094,Kamali Selvaraj,2003-07-25,Erode,Gobichettipalayam,"J.K.K. Munirajah College of Technology, Gobichettipalayam",M.E.,Electronics & Communication,2024,7.8,"PCB Design, MATLAB, Circuit Design, IoT, VLSI",NONE,NONE,NONE,BSNL,Electronics Fest,Cricket,Junior Embedded Systems Engineer,Certified Senior Embedded Developer,9229763970,kamali.6424@smart.edu
3127657643,TN-STU-2022-00095,Guna Yuvraj,2008-10-31,Dindigul,Dindigul,Government Dindigul Medical College,B.Sc.,Agriculture,2025,7.8,"Greenhouse Management, Soil Science, Pest Management, Agribusiness, Irrigation Management, Crop Science",Soil Health,Agri-Marketing,Soil Testing Cert,NONE,Green Brigade,Cricket,Junior Agriculture Officer,Certified Senior Agri-Business Advisor,9596152931,guna.7643@smart.edu
8458717057,TN-STU-2022-00096,Agilan Ethiraj,2005-05-14,Kanniyakumari,Vilavancode,CEG Anna University,M.E.,Electronics & Communication,2026,8.7,"MATLAB, Circuit Design, Signal Processing, IoT, VLSI, PCB Design, Communication Protocols",Wireless Communications,5G Technology,VLSI Design Certified,Electronics SMEs,NCC,Table Tennis,Junior Electronics Engineer,Certified Senior Embedded Developer,9367874204,agilan.7057@smart.edu
5344083406,TN-STU-2022-00097,Abirami Suresh,2006-10-08,Chennai,Sholinganallur,"Institute of Chemical Technology, Taramani",B.Tech,Artificial Intelligence,2025,7.0,"Deep Learning, PyTorch, TensorFlow, Computer Vision, NLP",NONE,Cyber Security Analyst,Oracle Java Certified,Infosys,NSS,Football,Computer Vision Engineer,Junior Artificial Intelligence Specialist,9980323431,abirami.3406@smart.edu
9941564880,TN-STU-2023-00098,Hasini Inbaraj,2004-12-03,Chennai,Egmore,Chettinad Dental College (Branch),B.Sc.,Data Science,2023,9.5,"Python, Machine Learning, Data Analysis, SQL, Pandas, NumPy",Operating Systems,Full Stack Development,NONE,Infosys,NONE,Table Tennis,Data Scientist,Junior Data Science Specialist,9913408518,hasini.4880@smart.edu
4473306055,TN-STU-2023-00099,Umesh A.,2000-06-24,Chennai,Mylapore,"St. Isabel's College of Nursing, Mylapore",B.A.,English,2026,7.9,"IELTS Coaching, Phonetics, Linguistics",NONE,Soft Skills,NONE,Digital Marketing Agency,Elocution Club,Football,Junior Content Writer,Certified Senior Copywriter,9559114010,umesh.6055@smart.edu
5269728610,TN-STU-2020-00100,Tamil M.,2004-04-17,Thanjavur,Kumbakonam,"Arasu Engineering College (AEC), Kumbakonam",B.Sc.,Nursing,2024,8.6,"Medication Administration, ICU Management, Vital Signs Monitoring, Anatomy, Patient Care",NONE,NONE,NONE,Specialty Clinics,Health Awareness,Kabaddi,Junior Community Health Worker,Certified Senior Certified Nurse,9910202308,tamil.8610@smart.edu
3271361431,TN-STU-2021-00101,Hasini Gunaseelan,2008-05-12,Chennai,Sholinganallur,School of Architecture and Planning (SAP) - Guindy,M.Com,Commerce,2026,9.4,"GST Filing, Taxation, Cost Accounting, Tally ERP, Banking Operations, Financial Reporting",Investment Management,NONE,CA Intermediate,CA Firms,NSS,NONE,Junior Accountant,Certified Senior Banking Associate,9704440508,hasini.1431@smart.edu
1885113834,TN-STU-2020-00102,Ishani Palani,2005-08-29,Namakkal,Namakkal,"Annai College of Nursing, Namakkal",B.F.A.,Fine Arts,2023,8.5,"Photography, Art History, Sculpture, Painting, Ceramics, Digital Illustration",Indian Art Traditions,Graphic Design Tools,NONE,NONE,Photography Club,NONE,Junior Art Educator,Certified Senior Animation Artist,9518450925,ishani.3834@smart.edu
6244338653,TN-STU-2022-00103,Jai K.,2002-02-01,Salem,Salem (South),"Shanmuga College of Nursing, Salem",M.E.,Mechanical Engineering,2024,10.0,"MATLAB, AutoCAD, Manufacturing Processes, Thermodynamics, Quality Control, CNC Programming",Engineering Design,Green Manufacturing,Six Sigma Yellow Belt,SMEs,NCC,Football,Junior Design Engineer,Certified Senior CAD Design Specialist,9358688516,jai.8653@smart.edu
6262814762,TN-STU-2021-00104,Vaishnavi Ramesh,2008-01-14,Coimbatore,Kinathukadavu,RVS College of Education,M.F.A.,Fine Arts,2024,8.4,"Art History, Sculpture, Digital Illustration, Painting",Modern Art,Visual Communication,Adobe Creative Suite,NONE,Cultural Fest,Yoga,Junior Graphic Designer,Certified Senior Animation Artist,9690675021,vaishnavi.4762@smart.edu
3589530484,TN-STU-2020-00105,Bhuvaneswari Ethiraj,2001-02-09,Salem,Gangavalli,"Periyar University Constituent College of Arts and Science, Idappadi",B.Sc.,Psychology,2025,7.9,"Mental Health Assessment, Child Psychology, Psychometrics",Abnormal Psychology,NONE,Art Therapy,NGOs,NONE,Badminton,Junior Psychological Counselor,Certified Senior Certified Counselor,9683626241,bhuvaneswari.0484@smart.edu
6510697299,TN-STU-2023-00106,Ishani Dharmalingam,2004-12-25,Chengalpattu,Madurantakam,Tagore College of Nursing,LL.B.,Law,2025,9.2,"Legal Writing, Legal Research, Intellectual Property, Legal Drafting, Corporate Law, Contract Negotiation",Environmental Law,Corporate Drafting,Cyber Law Cert,High Court Chambers,NONE,Cricket,Junior Corporate Legal Associate,Certified Senior Corporate Lawyer,9364188078,ishani.7299@smart.edu
7088451458,TN-STU-2021-00107,Nithin Loganathan,2001-03-14,Coimbatore,Valparai,Karunya Institute of Technology and Sciences,M.E.,Electronics & Communication,2024,9.1,"MATLAB, Embedded Systems, Signal Processing, Communication Protocols, PCB Design, Circuit Design, VLSI",VLSI Design,5G Technology,NONE,NONE,NCC,Table Tennis,Junior Electronics Engineer,Certified Senior Embedded Developer,9494653265,nithin.1458@smart.edu
4636537575,TN-STU-2020-00108,Arun B.,2007-07-28,Chengalpattu,Chengalpattu,Asan Memorial College of Education,M.E.,Biomedical Engineering,2024,6.4,"Medical Device Design, Signal Processing, Clinical Trials Support, MATLAB",Biomaterials,Medical Device Regulation,NONE,NONE,NONE,Athletics,Trainee Medical Device Tester,Certified Senior Biomedical Tech Associate,9863513828,arun.7575@smart.edu
9618334441,TN-STU-2023-00109,Nayagi Boopathi,1999-02-18,Madurai,Madurai Central,"Fatima College, Madurai",B.Tech,Civil Engineering,2025,6.1,"Quantity Estimation, Soil Testing, Site Supervision, AutoCAD, STAAD Pro, Structural Analysis, Surveying",Construction Management,Building Information Modelling,NONE,NONE,Construction Challenge,Kabaddi,Trainee Structural Engineer,Certified Senior BIM Associate,9788235906,nayagi.4441@smart.edu
7038841740,TN-STU-2021-00110,Divya Thirunavukkarasu,2006-10-26,Karur,Karur,"Government Arts College, Karur",B.Sc.,Psychology,2023,6.5,"Group Therapy Facilitation, Mental Health Assessment, Social Work, Report Writing, Counseling, Behavioral Analysis",Abnormal Psychology,NONE,CBT Practitioner,Hospitals,YRC,Kho-Kho,Trainee School Counselor,Certified Senior Certified Counselor,9935877258,divya.1740@smart.edu
5182609867,TN-STU-2020-00111,Uma M.,2001-07-30,Tirunelveli,Tirunelveli,"Rani Anna Government College for Women, Gandhinagar",B.Tech,Civil Engineering,2023,6.4,"AutoCAD, Site Supervision, Structural Analysis, Soil Testing, Quantity Estimation",NONE,Building Information Modelling,NONE,TNHB,ASCE Chapter,Kabaddi,Trainee Structural Engineer,Certified Senior BIM Associate,9727995255,uma.9867@smart.edu
8943294720,TN-STU-2022-00112,Akshaya Iyyappan,2003-04-22,Namakkal,Tiruchengodu,"Vivekanandha College of Engineering for Women, Tiruchengode",B.Com,Commerce,2025,6.3,"Banking Operations, Taxation, Accounting",Advanced Accounting,NONE,NONE,NONE,NSS,Chess,Trainee Financial Analyst,Certified Senior Banking Associate,9739754115,akshaya.4720@smart.edu
3107125807,TN-STU-2022-00113,Hasini Balan,2005-03-15,Cuddalore,Neyveli,"Jawahar Science College, Neyveli",M.A.,Tamil,2023,9.9,"Public Speaking, Journalism, Tamil Literature, Research Writing, Grammar",Tamil Grammar,E-Media,Translator Certification,NONE,NSS,Badminton,Junior Content Developer,Certified Senior Digital Editor,9509535483,hasini.5807@smart.edu
6618965944,TN-STU-2022-00114,Logu K.,2007-07-16,Dindigul,Palani,"St. Antony's College of Arts and Sciences for Women, Thamaraipadi",B.Sc.,Nursing,2024,8.7,"Medication Administration, Patient Care, Vital Signs Monitoring, Anatomy, Surgical Assistance, ICU Management",Basic Life Support,NONE,NONE,Community Health Centres,NCC,Kabaddi,Junior Community Health Worker,Certified Senior Certified Nurse,9523471903,logu.5944@smart.edu
