UMIS number,studentID,name,dob,district,block,college_name,degree,department,year_of_passing,cgpa,skills,swayam_course,naan_mudhalvan_course,certifications,internships,extra_curricular_activities,sports,predicted_academic_job_role,predicted_skill_job_role
3524521602,TN-STU-2021-00082,Bharathi Balaji,2003-11-08,Thoothukudi,Poonamallee,PSG College of Arts & Science,B.Com,Commerce,2025.0,7.0,"Financial Reporting, Cost Accounting, Taxation, Tally ERP",,Stock Market Analysis,CA Intermediate,Share Broking Firm,Entrepreneurship Cell,,Junior Audit Assistant,Certified Senior Banking Associate
3291270703,TN-STU-2021-00083,Nandhakumar B.,2005-08-21,Erode,Nagercoil,SIET College,M.Sc.,Psychology,2023.0,6.1,"Counseling, Psychometrics, Social Work",Counseling Theories,,CBT Practitioner,,YRC,,Trainee School Counselor,Certified HR People Strategy
7638204740,TN-STU-2022-00084,Balaji Dharmalingam,2004-06-01,Salem,Ambur,Government College of Engineering Tirunelveli,B.Tech,Civil Engineering,2023.0,6.3,"Soil Testing, Surveying, Quantity Estimation, Project Management",Construction Management,Project Estimation,,Government PWD,Construction Challenge,Kabaddi,Trainee Structural Engineer,Associate Construction Specialist
3412273600,TN-STU-2022-00085,Amutha Suresh,2001-09-17,Tirunelveli,Tiruttani,PSG Tech,B.Tech,Electronics & Communication,2024.0,6.9,"Circuit Design, Embedded Systems, Signal Processing",,PCB Design Fundamentals,IoT Foundation,DRDO Labs,Ham Radio,,Trainee Telecom Engineer,Certified Senior Embedded Developer
4277581356,TN-STU-2023-00086,Lakshmi A.,2004-10-09,Tirunelveli,Tiruttani,PSG Tech,B.Tech,Electronics & Communication,2023.0,6.5,"Communication Protocols, VLSI, IoT, PCB Design, Embedded Systems, Circuit Design",Digital Electronics,Robotics & PLC,Embedded C,,NCC,Badminton,Trainee Telecom Engineer,Certified IoT Specialist
2850820685,TN-STU-2022-00087,Vimal Krishnan,2007-02-27,Tiruchirappalli,Kancheepuram,SASTRA University,B.E.,Biomedical Engineering,2026.0,6.3,"MATLAB, Biomechanics, Clinical Trials Support, Product Testing, Medical Device Design, Signal Processing, Anatomy Knowledge",,Bioelectronics,,,,Badminton,Trainee Medical Device Tester,Junior Biomedical Tech Associate
9533188043,TN-STU-2022-00088,Valli Babu,2007-06-20,Madurai,Ambur,Patrician College,M.Com,Commerce,2023.0,6.2,"Tally ERP, Financial Reporting, Cost Accounting",Banking & Insurance,,CPA Foundation,Banks,,,Trainee Financial Analyst,Certified Senior Banking Associate
2368076065,TN-STU-2023-00089,Mahendran Natesan,2005-11-30,Namakkal,Ambur,Patrician College,M.Com,Commerce,2026.0,9.6,"Cost Accounting, Banking Operations, Accounting, Tally ERP, Auditing",,FinTech,CPA Foundation,,Finance Club,Cricket,Junior Accountant,Certified Certified Accountant
3480920839,TN-STU-2020-00090,Vendhan Natesan,2005-07-18,Tirunelveli,Colachal,Thiagarajar CE,M.E.,Mechanical Engineering,2026.0,6.9,"AutoCAD, CNC Programming, Quality Control, MATLAB",Robotics,Industry 4.0,Lean Manufacturing,SMEs,NCC,Football,Trainee Production Engineer,Certified Senior CAD Design Specialist
4124168227,TN-STU-2021-00091,Abimani Mani,2004-10-25,Salem,Avadi,Sastra University Law School,LL.B.,Law,2026.0,8.0,"Legal Writing, IPC/CrPC Knowledge, Corporate Law, Contract Negotiation",Environmental Law,,,,Legal Aid Club,,Junior Junior Advocate,Junior Corporate Lawyer
2282044148,TN-STU-2022-00092,Jothi H.,2007-08-25,Thanjavur,Colachal,NIT Trichy,MCA,Computer Science,2026.0,8.2,"DSA, Cloud Computing, Flutter, Java, Data Analysis, React, SQL",Cloud Computing Foundation,Blockchain,AWS Practitioner,Local Tech Solutions,Hackathons,Chess,Junior Software Engineer,Certified Senior Cloud Engineer
1919066362,TN-STU-2022-00093,Ram A.,2005-04-21,Namakkal,Thiruvallur,VIT Vellore,B.E.,Computer Science,2024.0,7.5,"Flutter, Cybersecurity, React",,Cyber Security Analyst,AWS Practitioner,TCS,NSS,Chess,Junior Software Engineer,Certified Senior Cloud Engineer
1590416424,TN-STU-2021-00094,Kamali Selvaraj,2003-07-25,Kallakurichi,Tiruttani,PSG Tech,M.E.,Electronics & Communication,2024.0,7.8,"PCB Design, MATLAB, Circuit Design, IoT, VLSI",,,,BSNL,Electronics Fest,Cricket,Junior Embedded Systems Engineer,Associate PCB Design Expert
3127657643,TN-STU-2022-00095,Guna Yuvraj,2008-10-31,Chennai,Kanniyakumari,Agricultural College Madurai,B.Sc.,Agriculture,2025.0,7.8,"Greenhouse Management, Soil Science, Pest Management, Agribusiness, Irrigation Management, Crop Science",Soil Health,Agri-Marketing,Soil Testing Cert,,Green Brigade,Cricket,Junior Agriculture Officer,Certified AgriTech Analyst
8458717057,TN-STU-2022-00096,Agilan Ethiraj,2005-05-14,Kallakurichi,Vilavancode,CEG Anna University,M.E.,Electronics & Communication,2026.0,8.7,"MATLAB, Circuit Design, Signal Processing, IoT, VLSI, PCB Design, Communication Protocols",Wireless Communications,5G Technology,VLSI Design Certified,Electronics SMEs,NCC,Table Tennis,Junior Electronics Engineer,Certified Senior Embedded Developer
5344083406,TN-STU-2022-00097,Abirami Suresh,2006-10-08,Salem,Jolarpet,Anna University,B.Sc.,Computer Science,2025.0,7.0,"Flutter, Cybersecurity, Cloud Computing, Java, DevOps, SQL",,Cyber Security Analyst,Oracle Java Certified,Infosys,NSS,Football,Junior Software Engineer,Certified Senior Cloud Engineer
9941564880,TN-STU-2023-00098,Hasini Inbaraj,2004-12-03,Namakkal,Jolarpet,Anna University,B.E.,Computer Science,2023.0,9.5,"React, DevOps, Cybersecurity, SQL, Flutter, Node.js, Cloud Computing",Operating Systems,Full Stack Development,,Infosys,,Table Tennis,Junior Data Analyst,Associate Data Scientist
4473306055,TN-STU-2023-00099,Umesh A.,2000-06-24,Thoothukudi,Nannilam,Alagappa University,B.A.,English,2026.0,7.9,"IELTS Coaching, Phonetics, Linguistics",,Soft Skills,,Digital Marketing Agency,Elocution Club,Football,Junior Content Writer,Associate IELTS Trainer
5269728610,TN-STU-2020-00100,Tamil M.,2004-04-17,Chennai,Uthiramerur,PSG IMS & Research,B.Sc.,Nursing,2024.0,8.6,"Medication Administration, ICU Management, Vital Signs Monitoring, Anatomy, Patient Care",,,,Specialty Clinics,Health Awareness,Kabaddi,Junior Community Health Worker,Associate Critical Care Expert
3271361431,TN-STU-2021-00101,Hasini Gunaseelan,2008-05-12,Chennai,Avadi,DG Vaishnav College,M.Com,Commerce,2026.0,9.4,"GST Filing, Taxation, Cost Accounting, Tally ERP, Banking Operations, Financial Reporting",Investment Management,,CA Intermediate,CA Firms,NSS,,Junior Accountant,Certified Senior Banking Associate
1885113834,TN-STU-2020-00102,Ishani Palani,2005-08-29,Chennai,Thiruvarur,Government College of Fine Arts Chennai,B.F.A.,Fine Arts,2023.0,8.5,"Photography, Art History, Sculpture, Painting, Ceramics, Digital Illustration",Indian Art Traditions,Graphic Design Tools,,,Photography Club,,Junior Art Educator,Junior Animation Artist
6244338653,TN-STU-2022-00103,Jai K.,2002-02-01,Chennai,Colachal,Thiagarajar CE,M.E.,Mechanical Engineering,2024.0,10.0,"MATLAB, AutoCAD, Manufacturing Processes, Thermodynamics, Quality Control, CNC Programming",Engineering Design,Green Manufacturing,Six Sigma Yellow Belt,SMEs,NCC,Football,Junior Design Engineer,Certified Senior CAD Design Specialist
6262814762,TN-STU-2021-00104,Vaishnavi Ramesh,2008-01-14,Tirunelveli,Kanniyakumari,Government College of Fine Arts Kumbakonam,M.F.A.,Fine Arts,2024.0,8.4,"Art History, Sculpture, Digital Illustration, Painting",Modern Art,Visual Communication,Adobe Creative Suite,,Cultural Fest,Yoga,Junior Graphic Designer,Certified Creative Designer
3589530484,TN-STU-2020-00105,Bhuvaneswari Ethiraj,2001-02-09,Erode,Poonamallee,Stella Maris College,B.Sc.,Psychology,2025.0,7.9,"Mental Health Assessment, Child Psychology, Psychometrics",Abnormal Psychology,,Art Therapy,NGOs,,Badminton,Junior Psychological Counselor,Certified Senior Certified Counselor
6510697299,TN-STU-2023-00106,Ishani Dharmalingam,2004-12-25,Kallakurichi,Avadi,Sastra University Law School,LL.B.,Law,2025.0,9.2,"Legal Writing, Legal Research, Intellectual Property, Legal Drafting, Corporate Law, Contract Negotiation",Environmental Law,Corporate Drafting,Cyber Law Cert,High Court Chambers,,Cricket,Junior Corporate Legal Associate,Certified Senior Corporate Lawyer
7088451458,TN-STU-2021-00107,Nithin Loganathan,2001-03-14,Tiruchirappalli,Tiruttani,PSG Tech,M.E.,Electronics & Communication,2024.0,9.1,"MATLAB, Embedded Systems, Signal Processing, Communication Protocols, PCB Design, Circuit Design, VLSI",VLSI Design,5G Technology,,,NCC,Table Tennis,Junior Electronics Engineer,Junior Embedded Developer
4636537575,TN-STU-2020-00108,Arun B.,2007-07-28,Chennai,Thiruvallur,Manipal Institute,M.E.,Biomedical Engineering,2024.0,6.4,"Medical Device Design, Signal Processing, Clinical Trials Support, MATLAB",Biomaterials,Medical Device Regulation,,,,Athletics,Trainee Medical Device Tester,Junior Biomedical Tech Associate
9618334441,TN-STU-2023-00109,Nayagi Boopathi,1999-02-18,Chennai,Thiruthuraipoondi,Kongu Engineering College,B.Tech,Civil Engineering,2025.0,6.1,"Quantity Estimation, Soil Testing, Site Supervision, AutoCAD, STAAD Pro, Structural Analysis, Surveying",Construction Management,Building Information Modelling,,,Construction Challenge,Kabaddi,Trainee Structural Engineer,Junior BIM Associate
7038841740,TN-STU-2021-00110,Divya Thirunavukkarasu,2006-10-26,Salem,Ponneri,Ethiraj College,B.Sc.,Psychology,2023.0,6.5,"Group Therapy Facilitation, Mental Health Assessment, Social Work, Report Writing, Counseling, Behavioral Analysis",Abnormal Psychology,,CBT Practitioner,Hospitals,YRC,Kho-Kho,Trainee School Counselor,Certified Senior Certified Counselor
5182609867,TN-STU-2020-00111,Uma M.,2001-07-30,Salem,Ambur,Government College of Engineering Tirunelveli,B.Tech,Civil Engineering,2023.0,6.4,"AutoCAD, Site Supervision, Structural Analysis, Soil Testing, Quantity Estimation",,Building Information Modelling,,TNHB,ASCE Chapter,Kabaddi,Trainee Structural Engineer,Associate Construction Specialist
8943294720,TN-STU-2022-00112,Akshaya Iyyappan,2003-04-22,Namakkal,Ambur,Patrician College,B.Com,Commerce,2025.0,6.3,"Banking Operations, Taxation, Accounting",Advanced Accounting,,,,NSS,Chess,Trainee Financial Analyst,Junior Banking Associate
3107125807,TN-STU-2022-00113,Hasini Balan,2005-03-15,Vellore,Thiruverambur,Bharathidasan University,M.A.,Tamil,2023.0,9.9,"Public Speaking, Journalism, Tamil Literature, Research Writing, Grammar",Tamil Grammar,E-Media,Translator Certification,,NSS,Badminton,Junior Content Developer,Certified Journalist
6618965944,TN-STU-2022-00114,Logu K.,2007-07-16,Thanjavur,Palladam,KG College of Nursing,B.Sc.,Nursing,2024.0,8.7,"Medication Administration, Patient Care, Vital Signs Monitoring, Anatomy, Surgical Assistance, ICU Management",Basic Life Support,,,Community Health Centres,NCC,Kabaddi,Junior Community Health Worker,Associate Critical Care Expert
4346505855,TN-STU-2021-00115,Damu Babu,2005-05-31,Thoothukudi,Ponneri,Ethiraj College,M.Sc.,Psychology,2024.0,6.8,"Social Work, Behavioral Analysis, Mental Health Assessment, Child Psychology, Counseling",Developmental Psychology,Addiction Counselling,HR Analytics,HR Departments,Peer Counseling,Kho-Kho,Trainee School Counselor,Certified Senior Certified Counselor
7979466538,TN-STU-2021-00116,Abirami H.,2004-02-19,Coimbatore,Kanniyakumari,Government College of Fine Arts Kumbakonam,B.F.A.,Fine Arts,2026.0,8.1,"Portfolio Building, Graphic Design, Digital Illustration, Photography, Ceramics, Sculpture, Painting",Indian Art Traditions,Visual Communication,,,Cultural Fest,Kho-Kho,Junior Graphic Designer,Junior Animation Artist
9455610447,TN-STU-2022-00117,Samy R.,2007-03-30,Namakkal,Uthiramerur,PSG IMS & Research,B.Sc.,Nursing,2025.0,8.4,"Medication Administration, Surgical Assistance, Patient Care, Medical Terminology, Emergency Response",,,BLS/ACLS Certified,,,Kabaddi,Junior ICU Nurse,Certified Clinical Nurse Specialist
3975704877,TN-STU-2023-00118,Nandhakumar B.,2006-07-19,Tirunelveli,Jolarpet,Coimbatore Institute of Tech,B.Tech,Electronics & Communication,2024.0,7.6,"IoT, Communication Protocols, Signal Processing, Circuit Design",Microcontrollers,,Embedded C,,NCC,,Junior Embedded Systems Engineer,Certified IoT Specialist
9454334062,TN-STU-2020-00119,Bama Kandasamy,2000-03-23,Salem,Thiruvallur,Manipal Institute,M.E.,Biomedical Engineering,2023.0,9.6,"Anatomy Knowledge, Product Testing, MATLAB, Medical Device Design, Clinical Trials Support, AutoCAD",Biomaterials,Healthcare IoT,,,,,Junior Biomedical Engineer,Junior Biomedical Tech Associate
7209571615,TN-STU-2023-00120,Eshwari Ramasamy,2004-03-11,Kallakurichi,Colachal,Thiagarajar CE,M.E.,Mechanical Engineering,2024.0,8.2,"MATLAB, AutoCAD, Manufacturing Processes",Engineering Design,Industry 4.0,AutoCAD Certified,,Robotics,Kabaddi,Junior Maintenance Engineer,Certified EV Systems Engineer
4368413994,TN-STU-2023-00121,Madhavan M.,2002-11-27,Tirunelveli,Poonamallee,Stella Maris College,M.Sc.,Psychology,2025.0,6.4,"Counseling, Group Therapy Facilitation, Psychometrics, Report Writing, Social Work",Counseling Theories,,Counseling Psychologist Cert,,NSS,Badminton,Trainee School Counselor,Certified HR People Strategy
5982744929,TN-STU-2023-00122,Lalitha Ramesh,2004-03-07,Salem,Gummidipoondi,SRM University,B.E.,Biomedical Engineering,2024.0,10.0,"Product Testing, Medical Device Design, Anatomy Knowledge, Clinical Trials Support, Signal Processing, MATLAB",,Research Documentation,AutoCAD Certified,Apollo Hospitals,Health Tech Club,Table Tennis,Junior Biomedical Engineer,Certified Senior Biomedical Tech Associate
6097953682,TN-STU-2022-00123,Naveen Anbazhagan,2001-03-18,Tirunelveli,Poonamallee,Stella Maris College,M.Sc.,Psychology,2025.0,9.8,"Group Therapy Facilitation, Social Work, Counseling, Behavioral Analysis, Report Writing, Child Psychology",,Emotional Intelligence,,,Peer Counseling,,Junior Behavioral Analyst,Junior Certified Counselor
2345122542,TN-STU-2021-00124,Sneha B.,2002-06-04,Coimbatore,Thiruthuraipoondi,Coimbatore Institute of Technology,M.E.,Mechanical Engineering,2024.0,9.2,"Lean Manufacturing, CNC Programming, SolidWorks, MATLAB, Thermodynamics, Quality Control",Robotics,Green Manufacturing,,,Robotics,,Junior Design Engineer,Junior CAD Design Specialist
1602569046,TN-STU-2022-00125,Jai B.,2008-06-10,Tirunelveli,Avadi,DG Vaishnav College,B.Com,Commerce,2026.0,6.8,"Banking Operations, Auditing, Cost Accounting, GST Filing",Banking & Insurance,,CPA Foundation,Retail Finance,NSS,Kabaddi,Trainee Financial Analyst,Certified Senior Banking Associate
4268713302,TN-STU-2022-00126,Amudhan Haran,1999-05-14,Thanjavur,Ambur,Patrician College,M.Com,Commerce,2024.0,8.9,"Cost Accounting, Auditing, Banking Operations, Accounting, Financial Reporting, Taxation, Tally ERP",,FinTech,,Retail Finance,,Kho-Kho,Junior Accountant,Associate FinTech Analyst
4227004325,TN-STU-2022-00127,Sneha Udhayam,2008-10-23,Chennai,Avadi,Sastra University Law School,LL.B.,Law,2023.0,8.8,"Legal Drafting, Litigation Support, Intellectual Property",,,IP Law Cert,,,Football,Junior Corporate Legal Associate,Certified Dispute Resolution Expert
4370902138,TN-STU-2021-00128,Jyothi Haran,2008-01-13,Chennai,Avadi,DG Vaishnav College,M.Com,Commerce,2024.0,8.0,"Auditing, Cost Accounting, Tally ERP, Banking Operations, Accounting",Investment Management,GST & Taxation,CA Intermediate,Share Broking Firm,Entrepreneurship Cell,Kho-Kho,Junior Audit Assistant,Certified Senior Banking Associate
4558302256,TN-STU-2023-00129,Priya Velayudham,2004-06-27,Madurai,Poonamallee,Hindustan College,MBA,Business Administration,2026.0,8.8,"HR Management, Leadership, Strategic Planning",,CRM Specialist,,HR Firms,YRC,Table Tennis,Junior HR Executive,Associate HR Consultant
9989974968,TN-STU-2023-00130,Janani K.,2006-02-13,Kallakurichi,Uthiramerur,PSG IMS & Research,B.Sc.,Nursing,2026.0,7.3,"ICU Management, Vital Signs Monitoring, Surgical Assistance, Anatomy, Medical Terminology, Emergency Response",,,BLS/ACLS Certified,,NCC,Volleyball,Junior ICU Nurse,Certified Clinical Nurse Specialist
2973888646,TN-STU-2020-00131,Malarvizhi Krishnan,2008-08-13,Madurai,Ambur,Government College of Engineering Tirunelveli,B.E.,Civil Engineering,2026.0,7.2,"STAAD Pro, Site Supervision, Structural Analysis, AutoCAD",,Project Estimation,Project Management Basics,L&T Construction,Construction Challenge,Volleyball,Junior Site Engineer,Certified Senior BIM Associate
6300607425,TN-STU-2020-00132,Logeshwari G.,2006-11-22,Coimbatore,Thiruverambur,Bharathidasan University,M.A.,Tamil,2023.0,6.8,"Public Speaking, Translation, Journalism, Editing, Tamil Literature, Research Writing, Creative Writing",History of Tamil Literature,E-Media,Translator Certification,Content Studio,Literary Club,Chess,Trainee Language Expert,Certified Senior Digital Editor
5738214525,TN-STU-2022-00133,Valli S.,2008-11-17,Thanjavur,Avadi,Sastra University Law School,B.A.LL.B.,Law,2024.0,6.4,"Legal Research, IPC/CrPC Knowledge, Intellectual Property, Litigation Support, Legal Drafting, Contract Negotiation, Legal Writing",,,Arbitration Certification,Human Rights NGOs,,Football,Trainee Legal Consultant,Certified Senior Corporate Lawyer
4850837385,TN-STU-2021-00134,Charulatha L.,2007-06-10,Coimbatore,Kanniyakumari,Agricultural College Madurai,M.Sc.,Agriculture,2025.0,6.8,"Pest Management, Organic Farming, Crop Science, Soil Science",,,,,,Cricket,Trainee Agronomist,Junior Agri-Business Advisor
6977525103,TN-STU-2020-00135,Arasu Devadass,2007-10-16,Salem,Kanniyakumari,Government College of Fine Arts Kumbakonam,B.F.A.,Fine Arts,2024.0,9.1,"Sculpture, Art History, Painting, Digital Illustration, Portfolio Building, Ceramics, Graphic Design",,Event Design,Visual Art Diploma,,Cultural Fest,Kho-Kho,Junior Art Educator,Certified Creative Designer
3522707023,TN-STU-2020-00136,Pranesh Yogeswaran,2001-12-09,Salem,Thiruvarur,Government College of Fine Arts Chennai,M.F.A.,Fine Arts,2025.0,10.0,"Portfolio Building, Photography, Ceramics, Graphic Design, Painting, Digital Illustration, Art History",Indian Art Traditions,Digital Art & Animation,Visual Art Diploma,Animation Studios,,Chess,Junior Art Educator,Certified Senior Animation Artist
6698349136,TN-STU-2020-00137,Deepak Ramesh,2002-06-24,Namakkal,Thiruvarur,Government College of Fine Arts Chennai,B.F.A.,Fine Arts,2024.0,6.5,"Sculpture, Photography, Art History, Ceramics, Painting, Graphic Design",,,,,Cultural Fest,Yoga,Trainee Illustrator,Junior Animation Artist
